team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2022,WPG,WPG,Team Level,5on5,60,0.51,0.51,0.5,174907.0,1457.68,130.51,98.04,347.65,48.69,816.7,597.42,125.56,130.52,125.61,1395.0,644.0,691.0,2730.0,111.0,131.0,18.0,292.0,44.0,718.0,743.0,1284.0,1928.0,192.0,439.0,1230.0,1192.0,365.0,433.0,1506.0,402.0,131.0,45.6,49.7,35.2,54.0,41.0,16.0,2736.83,2039.0,2045.54,321.0,20.29,26.25,26.32,124.49,124.91,122.57,1447.85,127.33,96.71,350.41,47.67,797.83,588.05,121.79,127.41,121.95,1473.0,535.0,639.0,2647.0,109.0,129.0,17.0,291.0,39.0,665.0,775.0,1364.0,1899.0,199.0,441.0,1245.0,1190.0,345.0,474.0,1479.0,417.0,112.0,43.67,52.48,31.19,42.0,44.0,23.0,2641.97,2008.0,2005.34,360.0,20.01,28.26,28.26,119.09,119.15,116.85
WPG,2022,WPG,WPG,Team Level,4on5,60,0.1,0.1,0.12,16588.0,35.54,3.05,1.67,4.8,0.98,10.57,24.93,3.0,3.05,3.0,35.0,11.0,4.0,50.0,3.0,0.0,0.0,0.0,1.0,11.0,31.0,32.0,43.0,5.0,10.0,107.0,49.0,40.0,34.0,35.0,7.0,4.0,1.06,1.0,1.0,1.0,1.0,1.0,50.0,46.0,46.0,34.0,0.39,0.0,0.0,3.44,3.44,3.38,238.14,28.05,22.04,48.82,8.19,152.71,79.19,25.8,28.05,25.8,230.0,109.0,125.0,464.0,24.0,18.0,3.0,38.0,6.0,147.0,106.0,206.0,315.0,14.0,28.0,158.0,19.0,10.0,33.0,229.0,79.0,31.0,5.88,9.19,12.98,4.0,5.0,15.0,464.0,339.0,339.0,4.0,5.66,3.14,3.14,30.56,30.56,28.49
WPG,2022,WPG,WPG,Team Level,5on4,60,0.86,0.86,0.84,17364.0,273.06,33.95,24.59,56.84,9.21,165.61,87.8,31.63,33.95,31.63,248.0,130.0,119.0,497.0,32.0,28.0,5.0,53.0,6.0,155.0,104.0,216.0,346.0,10.0,21.0,143.0,19.0,11.0,39.0,269.0,71.0,38.0,7.03,7.94,18.99,6.0,8.0,18.0,497.0,378.0,378.0,5.0,6.38,6.13,6.13,34.21,34.21,32.1,55.18,5.54,2.82,7.28,1.51,16.38,37.45,5.44,5.54,5.44,61.0,10.0,9.0,80.0,3.0,1.0,0.0,3.0,0.0,9.0,55.0,58.0,68.0,11.0,25.0,172.0,57.0,40.0,45.0,48.0,13.0,10.0,1.11,1.76,2.68,1.0,1.0,1.0,80.0,71.0,71.0,44.0,0.65,0.27,0.27,5.92,5.92,5.92
TOR,2022,TOR,TOR,Team Level,other,60,0.51,0.45,0.46,6831.0,77.32,20.55,5.59,13.11,2.56,38.23,25.97,19.13,20.55,19.13,74.0,32.0,37.0,143.0,19.0,7.0,1.0,10.0,5.0,28.0,37.0,55.0,87.0,2.0,4.0,79.0,17.0,20.0,19.0,46.0,27.0,33.0,1.76,3.38,15.4,1.0,4.0,14.0,143.0,106.0,106.0,10.0,1.58,2.41,2.49,19.64,19.64,18.82,91.73,19.77,6.96,16.97,3.13,48.6,28.57,17.83,19.77,17.83,93.0,31.0,52.0,176.0,20.0,14.0,2.0,12.0,3.0,40.0,35.0,73.0,104.0,6.0,10.0,63.0,29.0,17.0,6.0,62.0,33.0,29.0,2.38,4.11,13.27,6.0,4.0,10.0,176.0,124.0,124.0,0.0,2.01,4.89,4.89,16.89,16.89,16.38
TOR,2022,TOR,TOR,Team Level,all,60,0.55,0.51,0.52,217564.0,1951.96,213.73,144.19,439.42,64.5,1064.03,746.14,203.4,215.45,205.07,1933.0,739.0,841.0,3513.0,207.0,187.0,31.0,385.0,67.0,853.0,973.0,1726.0,2465.0,208.0,444.0,1698.0,1292.0,559.0,637.0,1804.0,621.0,247.0,54.64,77.59,81.5,62.0,72.0,73.0,3570.4,2672.0,2703.94,356.0,31.83,41.4,41.45,204.11,205.73,200.36,1768.56,174.06,124.94,409.81,59.1,967.83,702.27,165.58,173.57,165.11,1736.0,702.0,881.0,3319.0,157.0,174.0,24.0,364.0,71.0,830.0,842.0,1579.0,2281.0,214.0,445.0,1495.0,1962.0,476.0,573.0,1732.0,526.0,180.0,48.33,64.24,61.48,57.0,51.0,49.0,3273.83,2438.0,2416.47,340.0,27.61,35.58,35.58,166.08,165.72,161.65
TOR,2022,TOR,TOR,Team Level,5on5,60,0.55,0.52,0.52,175460.0,1524.38,146.28,106.92,357.42,50.07,835.77,595.54,140.67,148.0,142.34,1499.0,593.0,683.0,2775.0,137.0,129.0,20.0,323.0,54.0,663.0,786.0,1362.0,1955.0,191.0,412.0,1320.0,1202.0,480.0,527.0,1457.0,490.0,145.0,44.31,61.6,40.37,53.0,53.0,31.0,2832.4,2092.0,2123.94,308.0,22.23,27.76,27.74,140.78,142.4,139.51,1373.85,120.19,92.88,331.93,45.92,747.14,557.93,115.41,119.71,114.94,1331.0,565.0,713.0,2609.0,103.0,132.0,16.0,297.0,59.0,639.0,666.0,1228.0,1793.0,197.0,413.0,1123.0,1834.0,403.0,474.0,1379.0,407.0,110.0,39.19,49.83,31.17,45.0,38.0,20.0,2563.83,1896.0,1874.47,311.0,19.27,25.2,25.67,113.8,113.43,111.18
TOR,2022,TOR,TOR,Team Level,4on5,60,0.21,0.16,0.18,17712.0,58.18,7.77,3.46,8.9,2.02,19.22,37.63,7.5,7.77,7.5,67.0,12.0,8.0,87.0,6.0,4.0,1.0,4.0,3.0,18.0,44.0,61.0,73.0,5.0,8.0,130.0,52.0,49.0,35.0,46.0,19.0,14.0,1.28,2.48,4.01,1.0,3.0,2.0,87.0,79.0,79.0,33.0,0.78,1.11,1.11,7.44,7.44,7.36,249.83,28.38,22.23,53.21,8.34,156.01,79.82,26.86,28.38,26.86,254.0,94.0,105.0,453.0,30.0,24.0,5.0,50.0,9.0,134.0,101.0,224.0,318.0,8.0,16.0,181.0,41.0,15.0,72.0,245.0,69.0,34.0,5.43,7.99,14.96,6.0,6.0,18.0,453.0,348.0,348.0,9.0,5.66,4.71,4.23,29.81,29.81,28.6
TOR,2022,TOR,TOR,Team Level,5on4,60,0.87,0.86,0.85,17561.0,292.07,39.13,28.23,59.99,9.84,170.81,87.0,36.1,39.13,36.1,293.0,102.0,113.0,508.0,45.0,47.0,9.0,48.0,5.0,144.0,106.0,248.0,350.0,10.0,20.0,169.0,21.0,10.0,56.0,255.0,85.0,55.0,7.29,10.13,21.71,7.0,12.0,26.0,508.0,395.0,395.0,5.0,7.23,10.12,10.12,36.25,36.25,34.67,53.14,5.71,2.87,7.71,1.71,16.07,35.92,5.48,5.71,5.48,58.0,12.0,11.0,81.0,4.0,4.0,1.0,5.0,0.0,17.0,40.0,54.0,66.0,3.0,6.0,128.0,58.0,41.0,21.0,46.0,17.0,7.0,1.33,2.31,2.08,0.0,3.0,1.0,81.0,70.0,70.0,20.0,0.67,0.79,0.79,5.58,5.58,5.5
DET,2022,DET,DET,Team Level,other,59,0.57,0.51,0.5,8503.0,120.22,26.86,8.87,22.16,4.04,60.83,38.25,25.3,26.86,25.3,116.0,45.0,52.0,213.0,27.0,14.0,3.0,20.0,4.0,50.0,46.0,89.0,134.0,5.0,10.0,97.0,24.0,12.0,14.0,89.0,35.0,37.0,3.65,3.95,19.27,5.0,5.0,17.0,213.0,161.0,161.0,7.0,2.62,4.26,4.26,25.22,25.22,24.45,113.34,19.95,9.26,20.91,3.91,66.01,38.95,18.76,19.95,18.76,109.0,50.0,46.0,205.0,21.0,6.0,0.0,19.0,3.0,61.0,49.0,88.0,138.0,4.0,8.0,105.0,29.0,12.0,15.0,98.0,33.0,28.0,3.69,4.02,12.24,5.0,6.0,10.0,205.0,159.0,159.0,6.0,2.67,1.09,1.09,21.52,21.52,20.19
DET,2022,DET,DET,Team Level,all,59,0.49,0.47,0.48,215382.0,1699.89,170.39,117.48,395.27,56.16,944.7,671.0,162.52,170.39,162.57,1705.0,650.0,793.0,3148.0,179.0,157.0,21.0,354.0,42.0,770.0,853.0,1526.0,2176.0,202.0,417.0,1589.0,1349.0,309.0,408.0,1746.0,431.0,178.0,50.83,51.74,67.83,66.0,54.0,59.0,3131.89,2355.0,2349.1,214.0,26.37,36.89,36.91,159.85,159.98,156.44,1837.67,178.32,129.21,426.91,62.08,1038.06,737.43,167.31,178.66,167.65,1822.0,750.0,946.0,3518.0,187.0,168.0,30.0,369.0,44.0,912.0,892.0,1635.0,2385.0,227.0,471.0,1673.0,1203.0,303.0,493.0,1923.0,467.0,182.0,57.79,56.61,63.92,78.0,59.0,50.0,3533.17,2572.0,2580.47,257.0,28.76,33.13,33.37,173.7,173.81,165.6
DET,2022,DET,DET,Team Level,5on5,59,0.47,0.46,0.46,173122.0,1244.68,103.32,81.86,305.41,41.21,694.55,509.66,98.88,103.31,98.94,1254.0,482.0,608.0,2344.0,111.0,117.0,12.0,271.0,28.0,558.0,651.0,1143.0,1625.0,178.0,366.0,1168.0,1238.0,256.0,343.0,1325.0,314.0,97.0,37.6,38.21,27.5,53.0,41.0,17.0,2327.89,1736.0,1730.1,190.0,16.89,25.41,25.56,94.65,94.77,93.26,1430.68,118.75,95.83,349.2,48.48,806.6,587.15,113.97,119.1,114.3,1416.0,590.0,774.0,2780.0,121.0,138.0,23.0,302.0,35.0,703.0,707.0,1295.0,1885.0,198.0,412.0,1252.0,1114.0,253.0,419.0,1548.0,352.0,106.0,46.15,42.74,29.86,57.0,45.0,19.0,2795.17,2006.0,2014.47,222.0,19.77,26.29,26.64,111.88,111.98,109.8
DET,2022,DET,DET,Team Level,4on5,59,0.09,0.12,0.14,15172.0,42.57,3.77,2.03,6.28,1.37,13.72,30.84,3.75,3.77,3.75,48.0,10.0,3.0,61.0,3.0,1.0,0.0,4.0,0.0,11.0,39.0,45.0,55.0,7.0,17.0,130.0,65.0,27.0,15.0,43.0,10.0,5.0,1.22,1.22,1.33,1.0,2.0,0.0,61.0,58.0,58.0,14.0,0.47,0.25,0.25,3.99,3.99,3.98,247.13,36.38,22.04,49.85,8.27,150.43,77.04,31.36,36.38,31.36,242.0,102.0,117.0,461.0,38.0,24.0,7.0,44.0,6.0,138.0,94.0,204.0,306.0,18.0,37.0,147.0,17.0,10.0,30.0,224.0,75.0,45.0,6.53,9.08,20.77,11.0,7.0,20.0,461.0,344.0,344.0,0.0,5.83,5.76,5.64,36.57,36.57,31.89
DET,2022,DET,DET,Team Level,5on4,59,0.92,0.88,0.86,18585.0,292.42,36.45,24.74,61.43,9.53,175.59,92.26,34.59,36.45,34.59,287.0,113.0,130.0,530.0,38.0,25.0,6.0,59.0,10.0,151.0,117.0,249.0,362.0,12.0,24.0,194.0,22.0,14.0,36.0,289.0,72.0,39.0,8.35,8.36,19.74,7.0,6.0,25.0,530.0,400.0,400.0,3.0,6.38,6.97,6.84,35.99,35.99,34.76,46.51,3.25,2.08,6.97,1.41,15.02,34.27,3.24,3.25,3.24,55.0,8.0,9.0,72.0,7.0,0.0,0.0,4.0,0.0,10.0,42.0,48.0,56.0,7.0,14.0,169.0,43.0,28.0,29.0,53.0,7.0,3.0,1.42,0.77,1.06,5.0,1.0,1.0,72.0,63.0,63.0,29.0,0.48,0.0,0.0,3.73,3.73,3.71
TBL,2022,TBL,TBL,Team Level,other,59,0.55,0.5,0.54,7971.0,126.24,31.72,8.48,22.47,4.44,66.08,38.81,29.4,31.72,29.4,128.0,44.0,43.0,215.0,29.0,13.0,3.0,29.0,3.0,52.0,46.0,99.0,143.0,4.0,8.0,112.0,28.0,18.0,18.0,81.0,48.0,43.0,3.27,5.95,22.49,6.0,2.0,21.0,215.0,172.0,172.0,9.0,2.62,5.3,5.3,29.03,29.03,27.46,105.62,25.94,7.57,19.04,3.46,54.84,33.15,24.74,25.94,24.74,107.0,37.0,67.0,211.0,23.0,9.0,1.0,18.0,5.0,49.0,40.0,84.0,121.0,9.0,18.0,101.0,30.0,16.0,21.0,66.0,43.0,35.0,2.51,5.4,18.02,2.0,6.0,15.0,211.0,144.0,144.0,6.0,2.21,2.31,2.58,25.57,25.57,24.7
TBL,2022,TBL,TBL,Team Level,all,59,0.53,0.51,0.52,214544.0,1940.94,217.36,140.37,430.33,64.47,1072.7,760.76,205.93,218.71,207.24,1902.0,784.0,853.0,3539.0,210.0,183.0,30.0,436.0,72.0,871.0,914.0,1692.0,2476.0,249.0,579.0,1737.0,1434.0,571.0,547.0,1786.0,681.0,219.0,55.19,82.61,79.56,54.0,79.0,77.0,3584.69,2686.0,2710.11,256.0,31.33,40.83,40.83,207.86,208.94,202.92,1818.82,195.11,130.44,415.42,60.55,997.68,709.8,186.22,195.05,186.15,1854.0,655.0,859.0,3368.0,174.0,164.0,16.0,412.0,63.0,768.0,928.0,1680.0,2335.0,258.0,611.0,1600.0,1669.0,599.0,385.0,1746.0,553.0,210.0,51.68,68.32,75.11,47.0,62.0,65.0,3349.28,2509.0,2501.76,178.0,29.05,36.01,36.01,188.15,188.14,183.76
TBL,2022,TBL,TBL,Team Level,5on5,59,0.52,0.51,0.52,171441.0,1485.95,142.09,104.08,346.81,49.59,821.65,597.79,135.77,143.44,137.06,1450.0,612.0,678.0,2740.0,134.0,147.0,22.0,347.0,59.0,659.0,716.0,1316.0,1928.0,217.0,515.0,1304.0,1313.0,455.0,457.0,1435.0,496.0,131.0,44.91,60.64,36.55,42.0,56.0,36.0,2785.69,2062.0,2086.11,226.0,21.63,30.01,30.01,133.7,134.78,132.16,1397.37,129.0,95.45,333.44,46.38,765.84,559.88,123.77,128.95,123.71,1430.0,500.0,654.0,2584.0,111.0,126.0,12.0,350.0,44.0,572.0,727.0,1319.0,1819.0,225.0,543.0,1208.0,1536.0,490.0,314.0,1384.0,418.0,128.0,41.26,51.81,35.94,39.0,43.0,29.0,2565.28,1930.0,1922.76,159.0,19.79,26.62,26.35,122.44,122.42,120.32
TBL,2022,TBL,TBL,Team Level,4on5,59,0.12,0.13,0.16,17184.0,50.38,4.68,2.62,7.19,1.5,15.73,36.29,4.52,4.68,4.52,50.0,18.0,9.0,77.0,1.0,3.0,0.0,8.0,0.0,13.0,43.0,49.0,67.0,9.0,18.0,150.0,58.0,65.0,16.0,47.0,18.0,3.0,1.63,2.26,0.79,0.0,1.0,0.0,77.0,68.0,68.0,15.0,0.6,0.73,0.73,4.55,4.55,4.49,265.86,34.83,24.68,56.22,9.26,160.77,82.23,32.42,34.83,32.42,262.0,106.0,128.0,496.0,33.0,27.0,3.0,41.0,10.0,137.0,120.0,229.0,335.0,16.0,32.0,155.0,34.0,24.0,37.0,252.0,75.0,41.0,6.58,8.8,19.45,4.0,11.0,18.0,496.0,368.0,368.0,3.0,6.43,6.61,6.61,34.65,34.65,33.25
TBL,2022,TBL,TBL,Team Level,5on4,59,0.88,0.87,0.85,17948.0,278.36,38.88,25.19,53.87,8.94,169.25,87.87,36.25,38.88,36.25,274.0,110.0,123.0,507.0,46.0,20.0,5.0,52.0,10.0,147.0,109.0,228.0,338.0,19.0,38.0,171.0,35.0,33.0,56.0,223.0,119.0,42.0,5.39,13.76,19.73,6.0,20.0,20.0,507.0,384.0,384.0,6.0,6.49,4.79,4.79,40.59,40.59,38.8,49.97,5.34,2.75,6.71,1.44,16.24,34.53,5.29,5.34,5.29,55.0,12.0,10.0,77.0,7.0,2.0,0.0,3.0,4.0,10.0,41.0,48.0,60.0,8.0,18.0,136.0,69.0,69.0,13.0,44.0,17.0,6.0,1.32,2.32,1.7,2.0,2.0,3.0,77.0,67.0,67.0,10.0,0.64,0.47,0.47,5.5,5.5,5.49
DAL,2022,DAL,DAL,Team Level,other,60,0.6,0.54,0.53,6880.0,117.55,27.0,8.41,21.34,4.24,62.05,37.95,25.79,27.0,25.79,117.0,44.0,60.0,221.0,23.0,11.0,1.0,21.0,4.0,54.0,48.0,94.0,138.0,6.0,12.0,93.0,22.0,16.0,15.0,79.0,41.0,41.0,3.1,5.25,18.65,4.0,4.0,15.0,221.0,161.0,161.0,8.0,2.44,2.35,2.35,27.09,27.09,26.4,103.75,18.37,7.5,20.05,3.49,54.55,38.03,17.57,18.37,17.57,102.0,40.0,47.0,189.0,22.0,10.0,3.0,12.0,0.0,45.0,53.0,80.0,120.0,3.0,6.0,93.0,25.0,18.0,19.0,77.0,42.0,23.0,3.08,5.02,10.27,4.0,9.0,9.0,189.0,142.0,142.0,9.0,2.12,1.56,1.56,18.94,18.94,18.17
DAL,2022,DAL,DAL,Team Level,all,60,0.54,0.51,0.51,219480.0,1943.56,205.25,134.42,459.58,66.34,1068.66,755.75,194.87,207.26,196.8,1940.0,750.0,1020.0,3710.0,192.0,197.0,28.0,360.0,68.0,889.0,984.0,1748.0,2498.0,210.0,460.0,1933.0,1232.0,413.0,553.0,1918.0,550.0,222.0,56.93,67.56,80.75,67.0,58.0,67.0,3761.85,2690.0,2719.4,281.0,30.01,42.11,42.16,193.1,194.93,189.14,1885.65,174.37,130.35,438.6,62.28,1050.21,764.2,168.78,173.89,168.31,1869.0,751.0,890.0,3510.0,156.0,152.0,22.0,370.0,36.0,901.0,1005.0,1713.0,2464.0,207.0,482.0,1595.0,1464.0,402.0,534.0,1928.0,519.0,173.0,53.57,63.47,57.33,47.0,65.0,44.0,3482.4,2620.0,2606.27,265.0,28.59,30.08,30.08,172.88,172.14,168.61
DAL,2022,DAL,DAL,Team Level,5on5,60,0.52,0.51,0.5,176515.0,1476.17,128.08,97.79,365.92,50.39,815.53,593.3,123.25,130.09,125.17,1461.0,590.0,823.0,2874.0,122.0,143.0,20.0,281.0,54.0,673.0,778.0,1339.0,1929.0,186.0,412.0,1480.0,1136.0,349.0,464.0,1513.0,420.0,118.0,44.91,51.33,31.84,53.0,44.0,25.0,2925.85,2051.0,2080.4,243.0,20.25,27.79,28.28,120.04,121.88,119.68,1470.43,119.55,95.34,357.43,48.21,814.62,605.85,116.38,119.07,115.9,1442.0,599.0,707.0,2748.0,100.0,117.0,16.0,304.0,29.0,687.0,804.0,1342.0,1941.0,182.0,432.0,1207.0,1369.0,339.0,448.0,1556.0,375.0,110.0,43.47,46.1,29.97,38.0,44.0,18.0,2720.4,2041.0,2027.27,232.0,19.64,23.06,23.06,116.12,115.38,113.92
DAL,2022,DAL,DAL,Team Level,4on5,60,0.13,0.13,0.15,19440.0,48.77,4.89,2.26,7.28,1.51,15.08,32.99,4.67,4.89,4.67,56.0,8.0,8.0,72.0,7.0,3.0,0.0,4.0,2.0,9.0,39.0,49.0,57.0,4.0,8.0,187.0,59.0,32.0,28.0,46.0,11.0,7.0,1.29,1.55,2.05,0.0,3.0,4.0,72.0,64.0,64.0,26.0,0.52,0.74,0.74,4.66,4.66,4.62,263.89,31.44,24.92,54.2,8.95,165.39,87.11,29.92,31.44,29.92,265.0,107.0,121.0,493.0,31.0,24.0,3.0,49.0,6.0,158.0,104.0,234.0,341.0,12.0,24.0,148.0,32.0,9.0,48.0,253.0,86.0,33.0,5.84,10.34,15.26,4.0,10.0,17.0,493.0,372.0,372.0,6.0,6.24,5.14,5.14,32.54,32.54,31.28
DAL,2022,DAL,DAL,Team Level,5on4,60,0.9,0.87,0.86,16645.0,301.06,45.27,25.96,65.03,10.22,175.99,91.51,41.16,45.27,41.16,306.0,108.0,129.0,543.0,40.0,40.0,7.0,54.0,8.0,153.0,119.0,266.0,374.0,14.0,28.0,173.0,15.0,16.0,46.0,280.0,78.0,56.0,7.63,9.44,28.21,10.0,7.0,23.0,543.0,414.0,414.0,4.0,6.81,11.23,10.79,41.3,41.3,38.43,47.57,5.01,2.59,6.92,1.63,15.64,33.21,4.91,5.01,4.91,60.0,5.0,15.0,80.0,3.0,1.0,0.0,5.0,1.0,11.0,44.0,57.0,62.0,10.0,20.0,147.0,38.0,36.0,19.0,42.0,16.0,7.0,1.18,2.0,1.83,1.0,2.0,0.0,80.0,65.0,65.0,18.0,0.59,0.32,0.32,5.28,5.28,5.24
NSH,2022,NSH,NSH,Team Level,other,57,0.5,0.54,0.56,8327.0,137.53,29.08,10.45,24.12,4.41,76.71,46.23,25.91,29.08,25.91,129.0,62.0,56.0,247.0,23.0,12.0,3.0,27.0,9.0,59.0,61.0,106.0,168.0,4.0,11.0,109.0,28.0,19.0,15.0,103.0,52.0,36.0,4.62,5.96,18.5,5.0,4.0,14.0,247.0,191.0,191.0,5.0,3.03,4.65,4.65,27.45,27.45,25.12,108.79,29.35,7.41,16.85,3.65,55.14,35.59,25.11,29.35,25.11,102.0,46.0,63.0,211.0,23.0,7.0,2.0,10.0,7.0,58.0,43.0,79.0,125.0,7.0,14.0,91.0,31.0,23.0,20.0,50.0,62.0,36.0,2.27,7.69,19.39,3.0,8.0,12.0,211.0,148.0,148.0,8.0,2.18,2.63,2.63,28.91,28.91,25.87
NSH,2022,NSH,NSH,Team Level,all,57,0.49,0.49,0.49,207720.0,1806.21,198.73,132.72,406.75,60.03,1005.39,703.38,186.93,199.23,187.42,1750.0,757.0,892.0,3399.0,166.0,184.0,36.0,407.0,60.0,809.0,882.0,1584.0,2341.0,231.0,554.0,1667.0,1659.0,415.0,468.0,1732.0,564.0,211.0,56.55,70.15,72.03,56.0,43.0,67.0,3413.21,2507.0,2518.99,255.0,29.67,41.03,41.03,187.36,187.75,180.93,1918.1,206.02,138.27,425.61,64.52,1058.97,751.61,194.49,206.76,195.18,1916.0,729.0,904.0,3549.0,170.0,186.0,17.0,420.0,53.0,824.0,992.0,1746.0,2475.0,218.0,513.0,1548.0,1360.0,445.0,506.0,1818.0,618.0,209.0,56.28,75.47,74.28,40.0,75.0,55.0,3547.68,2645.0,2638.61,291.0,30.82,39.47,39.47,197.37,197.68,190.8
NSH,2022,NSH,NSH,Team Level,5on5,57,0.5,0.49,0.49,163762.0,1384.25,133.54,96.74,327.8,45.9,762.6,548.42,127.12,134.04,127.61,1344.0,571.0,708.0,2623.0,111.0,149.0,30.0,319.0,45.0,618.0,674.0,1233.0,1804.0,210.0,509.0,1266.0,1552.0,339.0,388.0,1373.0,410.0,132.0,44.33,51.72,37.5,44.0,33.0,34.0,2637.21,1915.0,1926.99,228.0,20.15,31.98,32.72,120.97,121.36,118.71,1439.68,133.52,98.58,336.45,47.96,793.44,579.06,128.7,134.26,129.39,1435.0,554.0,695.0,2684.0,104.0,132.0,10.0,339.0,35.0,595.0,784.0,1331.0,1885.0,199.0,475.0,1133.0,1266.0,363.0,394.0,1415.0,455.0,119.0,44.8,55.96,32.76,31.0,51.0,22.0,2682.68,1989.0,1982.61,248.0,20.43,27.1,27.2,126.75,127.06,124.68
NSH,2022,NSH,NSH,Team Level,4on5,57,0.13,0.11,0.12,18767.0,44.66,5.5,2.67,6.28,1.43,13.83,29.29,5.4,5.5,5.4,42.0,17.0,8.0,67.0,3.0,3.0,0.0,7.0,1.0,14.0,31.0,39.0,56.0,5.0,10.0,145.0,58.0,48.0,23.0,36.0,16.0,7.0,1.26,2.02,2.22,1.0,1.0,1.0,67.0,59.0,59.0,20.0,0.61,0.52,0.52,5.59,5.59,5.56,312.18,37.06,29.1,64.6,11.16,192.41,97.68,34.71,37.06,34.71,313.0,119.0,138.0,570.0,37.0,45.0,5.0,64.0,11.0,160.0,115.0,276.0,395.0,7.0,14.0,186.0,26.0,13.0,61.0,306.0,78.0,48.0,7.61,9.07,20.38,4.0,13.0,20.0,570.0,432.0,432.0,7.0,7.48,9.38,9.28,35.25,35.25,33.84
NSH,2022,NSH,NSH,Team Level,5on4,57,0.83,0.85,0.82,16864.0,239.77,30.61,22.85,48.55,8.3,152.25,79.43,28.49,30.61,28.49,235.0,107.0,120.0,462.0,29.0,20.0,3.0,54.0,5.0,118.0,116.0,206.0,313.0,12.0,24.0,147.0,21.0,9.0,42.0,220.0,86.0,36.0,6.34,10.46,13.81,6.0,5.0,18.0,462.0,342.0,342.0,2.0,5.88,3.88,3.14,33.35,33.35,31.54,57.45,6.09,3.18,7.7,1.75,18.0,39.28,5.98,6.09,5.98,66.0,10.0,8.0,84.0,6.0,2.0,0.0,7.0,0.0,11.0,50.0,60.0,70.0,5.0,10.0,138.0,37.0,46.0,31.0,47.0,23.0,6.0,1.59,2.74,1.76,2.0,3.0,1.0,84.0,76.0,76.0,28.0,0.73,0.36,0.36,6.46,6.46,6.41
BOS,2022,BOS,BOS,Team Level,other,59,0.52,0.44,0.43,9146.0,115.0,28.5,8.53,18.83,3.78,58.43,37.93,27.41,28.5,27.41,114.0,42.0,51.0,207.0,29.0,10.0,2.0,14.0,4.0,46.0,53.0,85.0,127.0,14.0,28.0,110.0,24.0,16.0,20.0,60.0,60.0,36.0,2.72,7.7,18.08,7.0,6.0,16.0,207.0,156.0,156.0,7.0,2.49,2.71,2.71,28.29,28.29,27.57,147.07,26.03,11.52,28.18,5.2,84.87,47.21,21.99,26.03,21.99,141.0,62.0,62.0,265.0,14.0,19.0,3.0,27.0,8.0,75.0,60.0,127.0,189.0,11.0,22.0,109.0,27.0,26.0,14.0,110.0,60.0,33.0,4.04,7.5,14.5,1.0,6.0,7.0,265.0,203.0,203.0,4.0,3.52,6.34,6.34,23.21,23.21,21.13
